Column1,리뷰,날짜,early_access 유무,"src(1= 긍정, 0 = 부정)"
685,"

래더 시스템 진짜 개 거지같음",2020-02-23,1,0
686,"
한동안 리듬게임이 너무 그리웟는데 이렇게 다시보니 정말 반갑네요
나온거 보고 주저않고 바로샀어요
꼭 번창하십시요",2019-12-23,0,1
687,"
키보드 펀딩으로 팔으라 그랬지 싯팔",2022-02-08,0,0
688,"
리듬게임 대체제가 없읍니다...완벽한 게임이믑ㄴ디ㅏ..",2020-11-15,0,1
689,"
제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐 제발 싱크고쳐 소리 뭉개짐 고쳐",2021-05-22,0,0
690,"
고3인데 이걸 샀다고? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2020-09-15,0,1
691,"

저 족제비는 모든곳에 김소정 사랑해라는 흔적을 남기겠습니다",2019-12-29,1,1
692,"
디제이맥스 리스펙트 V를 한 이후로
빅맥 금단증상이 사라졌습니다.
디맥은 빅맥보다 맛있습니다.

Im Lovin it !!",2022-09-19,0,1
693,"Posted: March 26
가볍게 즐길고싶은 라이트 유저도 만족하면 즐기는게 가능한 게임",,0,1
694,"

아니 싱크가 너무 안맞는데 싱크 조절기능이 없네;;
무슨생각으로 싱크조절기능을 안만들고 출시를 한건지 의문이네요.
우선 환불하고 싱크조절 패치 나오면 다시 사야겠습니다.",2019-12-19,1,0
695,"Posted: April 29
꾸준히 유지 보수 + 컨텐츠 추가해주는거 생각하면 스팀에서 이거만한 리듬게임은 없는거같다.",,0,1
696,"
쉬엄쉬엄하기도 좋네요",2020-08-01,0,1
697,"
키보드 사태 때 적었던 리뷰 수정하겠습니다.

시간 날 때 자세한 리뷰 적을 예정

디맥 시리즈의 장수를 기원합니다.",2022-04-11,0,1
698,"
가뭄같은 리듬게임에 비록 재탕의 재탕이라고 하더라도 완성도 높은 게임이 저렴한 가격에 출시된 것은 기쁜 일이다. PS4판을 PC로 이식해오면서 컨트롤러에서는 엄지와 검지의 조합으로 입력했던 노트를 여섯 손가락으로 조작을 하다보니 적응되면 쉬운감이 있다. 다만 키 세팅을 바꾸지 않는다면 L, R 키의 부담을 온전히 검지손이 가져가기 때문에 손가락이 이상하게 꼬이는 경우가 발생한다. 종종 프레임이 안정적이지 못 하다.",2020-09-07,0,1
699,"
디제이맥스 온라인부터 시작해서 PSP, PS VITA, PC, 아케이드, 모바일까지 모든 시리즈를 즐겨왔고 2013년 말일의 디제이맥스 게이트 폐쇄 이후 PS4의 리스펙트로 부활할 때 얼마나 감동했는지 모릅니다.
이전 작들의 제작진과 시리즈 팬에 대한 리스펙트가 묻어나와 정말 열심히 했죠. 그리고 PC로 나온 리스펙트 V에 굉장히 만족해하며 플레이했습니다. 비록 비주얼만 신경쓰고 게임성 및 편의기능에 대해서는 아쉬운 점이 많았지만 말입니다. 그러다가 어느 순간부터 제작진의 안일하고 미흡한 대처가 눈에 보이더니 급기야 어제와 같은 사단을 냈네요.
유저를 버린 게임이 성공할 수 있을까요? 시리즈에 애정을 갖고 쓴소리 하는 팬들을 커뮤니티에서 강제 추방시키는 모습은 정말 어떻게 봐도 이해할 수 없었습니다. 이제껏 소통이 미흡하고 최적화가 부족해도 언젠가는 나아지겠지 하며 기다린 세월이 벌써 몇 년째인지 모르는데 전혀 변화가 없는 부분이 매우 아쉽습니다.
조금 있으면 대규모 업데이트에 대해 언론사 인터뷰에 언급하신 지 1년이 다 돼갑니다. 지금의 모습이 계속된다면 그놈의 2.0 대규모 업데이트 하기도 전에 진짜로 게임 망할 것 같습니다. 유저들이랑 기싸움 하지 말고 게임 제작 및 운영과 기싸움을 하시는 게 어떨까요? 18년동안 디제이맥스를 즐겨왔는데 이번 건은 정말 가장 크게 실망한 순간이 아닌가 싶습니다. 앞으로 운영을 어떻게 하실지 모르겠지만, 지금과 같은 모습이 계속된다면 남는 유저가 과연 있을까 의문입니다.",2022-04-12,0,0
700,"
좋지만 너무 비쌈 50퍼해도
게다가 할인도 잘 안하고 할인율도 낮음",2020-09-15,0,1
701,"
갓겜이 되었다...",2019-12-20,0,1
702,"
DJMAX 리스펙트가 V를 달고 PC판으로 나온다길레 해서 출시하자마자 바로 구입해봤습니다. 스팀컨트롤러를 들고 플레이해보고 있죠. 뭐, 본격적으로 할 땐 키보드를 쓰지만 말이죠.

스팀컨트롤러로도 적당히 설정을 만져주면 꽤나 할만합니다. 특히 그립버튼을 잘 활용한다면 아주 유용합니다. 그립버튼에 사이드버튼을 할당시켜주거나, 동시치기를 설정해주면 꽤나 편해지죠.
터치패드인 특성상 스르륵 비비면서 뭉개치는 것에 유리합니다. 단, 터치패드는 2점 이상 동시터치가 안되므로 동시치기는 그립버튼을 활용하거나 그냥 비벼야 합니다. 그리고 스팀컨트롤러는 숄더버튼이 꽤나 무거워서 8키모드를 하다보면 검지 손가락이 아파옵니다.ㄷ;
이런저런 이유로 키보드가 유리한건 당연한 사실이지만, 엄지플레이를 하는게 재미있기도 하니까...

인터페이스 설명이 키보드 기준으로만 표시되는지라 컨트롤러 사용자는 일단 버튼 하나하나 눌러보면서 알아봐야할 겁니다. 몇몇 조작은 키보드로 눌러야할 필요가 있고 말이죠.

AIR 모드는 잠깐 쉴때 오토 돌리고 틀어놓아도 되고, 운좋으면 미해금곡도 미리 해볼 수 있습니다. 하지만 존재의의에 대해 아직 의아한 점이 있긴 하죠.

저는 별로 못느꼈지만, 초기에 몇몇 문제점이 있다고 들었는데 꾸준한 업데이트로 거의 다 해결됬다는 것 같군요. 편의성 업데이트는 덤이고요.

아무튼 지금도 상당히 즐겁게 플레이하고 있습니다.
앞으로도 꾸준히 곡 DLC가 출시해준다면 정말 좋겠군요. 얼마든 꾸준히 구입할 예정이니...업데이트주기가 좀더 빨랐으면 좋겠군요.",2019-12-19,0,1
703,"
가끔 노래 들으러 오는 겜",2020-01-15,0,0
704,"
존나재밌고 짱재밌습니다",2021-12-29,0,1
705,"
디맥추",2019-12-20,0,1
706,"
♪윈10을 안깔면 브가를 못봐요 아~~병신 게임~~♬

키보드 쳐 파는 꼬라지 보고 알았다

너넨 절대 안되",2021-01-17,0,0
707,"
대부분 원래 있던곡을 이식시키는거면서 쪼개고쪼개고 쪼개면서 dlc가격은 조온나 비쌈.... 좀 적당히 하세요... 세상에...",2020-05-28,0,0
708,"

난 쇼타임을 하고싶을 뿐인데 시부랄 손까락에 쥐라서 언락을 못하게쎈 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

PS4로 하면서 양 엄지손손가락으로 해서 문제가 아니라 PC로 하면서 느낀건 내 손이 그냥 문제가 있네 좀 ㅋㅋㅋㅋ ㅋ좋나몬하네 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

아.. 144로 디제이맥스 하니까 이제 ps4로 djmax 못함 망함 계속 pc로 해야됨..",2019-12-27,1,1
709,"

랜덤 곡 선택시 난이도 설정 기능의 부재

플스 버전에서 굉장히 애용하던 설정한 난이도 범위 내에서 랜덤곡을 샐렉시켜 주는 기능이 사라졌습니다.
이 기능을 활용하면 본인이 선호하는 난이도의 곡을 찾아갈 필요 없이 계속해서 할 수 있어 좋았는데 정말 아쉽습니다.


플스에 추가된 모든 DLC가 PC버전에도 나올수 있었으면 좋겠습니다
시즌패스 같은걸루다가 ㅎㅎ 다 살꺼임...




아니 스팀 프로필 배경 왜 이리 센스없게 만듬... 클리어 얼굴 다가리네 ㅡㅡ",2019-12-23,1,1
710,"
리듬 게임 입문용으로서 가히 최고의 게임입니다. UI 그래픽, bga 가 깔끔하고 이뻐요. DLC 마다 미션모드, 도전과제 등등 즐길수 있는 컨텐츠가 엄청 많습니다. 듣기 좋은 곡들도 많아서 간단하게 즐기기에도 정말 좋아요. 판정이 깐깐하지 않아서 100% 플레이를 목표로 할 수 있기에, 파고들기를 할 수 있는 게임입니다.",2022-04-18,0,1
711,"
래더매치만 하지 않는다면 리듬게임 입문에는 이만한 게임이 있을까",2021-06-25,0,1
712,"
흑우 왔능가",2020-07-25,0,1
713,"
리겜 입문 이걸로 했는데 입문용으로도 좋고 노래들도 다 좋아요
아직 얼마 안하기도 하고 실력도 안 되어서 어려운 노래들은 못하지만 재밌어요",2022-04-01,0,1
714,"
PSP 시절엔 맨날 게임기 뻇겨서 몇판 못했는데 이제 내 돈 주고 사서 하고 싶을 때 한다",2022-05-05,0,1
715,"
이거 디맥 대표곡들은 사운드 트랙 없숩니까????????????????
핸드폰 벨소리 해야하는 것인디요...................",2020-09-26,0,1
716,"

dlc 구성이 점점 알차짐",2019-12-20,1,1
717,"

국산 근본 리듬게임
처음으로 리듬을 배우기 매우좋다 곡별 난의도가 그렇게 높지 않기 때문에 즐겁게 힐링할수있음
다만, 최신 DLC로 올라갈수록 많이 매워짐..
인게임은 4버튼,5버튼,6버튼,8버튼 4개의 종류가있어 가장 하기 쉬운거부터 하면 된다(보통은 4버튼이 버튼이 적어 시작하기 좋지만 6버튼부터 시작하면 초반에 지옥일지 몰라도 어느경계를 넘어서면 전체적으로 게임이 많이 쉽게 느껴짐)
가격같은 경우도 할인을 퍼주기에 그렇게 부담되지않다(?)지만 그래도 할인가격으로도 풀곡으로 구매하면 20만원정도 되기에 처음 입문하는 사람들에겐 많이 부담스러운편(또 DLC가 없으면 멀티방에서 플레이시 혼자 남들 치는거 구경해야돼서 이럴꺼면 이게임 왜 구매했나 현타 오지게 올꺼다)
부담스러운 가격때문에 임시방편이지만 패스DLC를 구매하면 멀티한정 소지하지 않는 곡들을 플레이할수있음(멀티한정에 돈을 만원이상이나 꼴아박아야하기에 나였음 차라리 그돈이면 DLC곡을 구매한다)
+내가 능지가 있다면 패스나 부스터는 구매안하는게 가장좋다(풀곡 기준)
구매해봤자 인게임내 치장물품 좀더 받는거라 별의미없음 (사실상 서버비)
그외 그나마 경험치를 많이 줘서 금방 30레벨을 찍는단건데 기간이 90일이라 하루하루 꾸준히만해도 받을수있음
내가 슈퍼 흑우면 그냥 닥치는대로 구매하자",2019-12-20,1,1
718,"

옵션에 싱크조정이 가능하면 좋겠네요
콤보폰트나 출력위치, 노트가 터지는 이펙트 크기도 조정할수있으면 좋을거같아요

그거 말고는 뭐 PC로 이정도 완성도의 리듬게임을 할수있다는 점에서 아주 좋네요",2019-12-20,1,1
719,"

플스나 PSP버전을 PC로 이식한 느낌이 든다.
디맥 온라인 시절 생각하면 안되고 일단 판정선 셋팅이 없다는게 충격이긴 하다.
2000년 초반에도 존재하던 싱크조절이 없는건.. 물론 전체화면으로 하면 그나마 낫다.
그리고 BGA 끄는건 있는데 피버 이펙트는 왜 못끄는거야? 노트에 집중하는 사람도 있는데..
아 하나 더 있네. 마우스 왜 사용못하게 막아둔거지? 플스판 이식이라서 그런거 아니지?
개인적으론 트릴로지버전이 더 낫다고 본다.
물론 PC판에 리듬겜이 거의 전무한 상황에 단비를 내린건 좋다.
앞으로 패치를 어떤방향으로 진행할진 모르지만 네오위즈 음..",2019-12-19,1,1
720,"
MR 밀려요
게임은 60프레임 고정할정도로 사양은 충분한데 MR이 곡 처음부분은 맞다가 15~20초 지나면 3초정도 밀리는 현상이 있네요",2020-06-21,0,0
721,,2021-07-01,0,0
722,"
리듬겜중에 이지투랑 투탑이라고 생각함
정신차려보니 dlc를 전부 소유하게되는 게임....",2022-05-17,0,1
723,"
무료곡 3개만큼 용서해드립니다...",2019-12-25,0,1
724,"Posted: May 31
디모팩 정가주고샀는데 전품목 80%세일하는거보고 충격받아 다른dlc 4개를 더샀습니다",,0,1
725,"

적당히 리듬게임 즐기는용으로 아주 좋음.
타 리듬게임 고인물들한테는 너무 쉬울수도",2019-12-25,1,1
726,"
해도 해도 끝이 없는 게임",2022-08-30,0,1
727,"
성장해가는 내모습을 보며 보람을 느끼는 게임입니다 ^ ^",2020-05-24,0,1
728,"
마우스 쓰고싶음",2020-05-02,0,0
729,"
tapsonic 음악좀...",2020-11-27,0,1
730,"
세계 최악의 게임회사",2022-04-11,0,0
731,"
매 작품 나올때마다 사골곡 재판매

도대체 구곡을 언제까지 돈받고 팔건가 그렇게 컨텐츠 만들게 없나

비어있는 패턴들 타게임 밸런스 패치마냥 시즌별로 풀건가?

편의사항 언제 만들어주는지

이번 대처는 또 왜 그런건지",2022-04-12,0,0
732,"
통한의비추",2022-04-12,0,0
733,"

9년전에 디멕트릴로지로 한동안 디맥삼매경에 빠진 적이 있었다
기억이 안나지만.... 이지투로 한판만하고 간 적이 있었다.
디맥 테크니카도 추억으로 남은.......",2020-01-07,1,1
734,"Posted: April 26
재밌어용. 노래가 다양해서 좋았고, 제가 아는 노래들도 몇 곡 보여서 더 더 좋았던거 같아요. DLC를 안사도 즐길 수 있는 곡의 수가 충분히 많다는 생각이 들어요. 99레벨까지 레벨업을 할 때마다 노래가 해금이 되는데 AIR모드를 이용해 쉽게 해금할 수 있었던 것도 좋았어요. 실력이 잘 안늘어서 속상하긴 하지만 그래도 재밌게 하고 있어요!",,0,1
735,"
미친 고인물 싸발럼의 게임 ㅋㅋ",2021-02-01,0,0
736,"
손가락 깁스해야겠네",2021-04-04,0,1
737,"
개꿀잼",2022-04-15,0,1
738,"

몇 없는 높은 퀄리티의 정식PC리듬겜
리듬게임 초보들도 다른 리듬게임에 비해 비교적쉽게 입문할 수 있도록 배려한 것인지 판정도 후하고 곡을 끝까지
클리어 하기도쉽다. 각 곡마다의 퀄리티,스킨도 괜찮은 부분

하지만 다른 리듬게임에 비해 비교적 쉽다는거지
아예 처음입문하거나 할 경우 곡을 끝까지 듣기도 힘든 곡들이 꽤 있다.
이 경우 상대적으로 박탈감이나 재미를 못느낄수도있으니 주의하고 살 것.",2019-12-26,1,1
739,"
게이머 여러분, 게임이 대단한 약과 같아요!
이 평가를 믿고 잘 따라오다. 그렇게 하면 얻을 수 있는, 영광!

나의 실력이 입문자와 같아요! 흥미로운.
보여주다 살아 숨 쉬는 여러분 안에 실력을!

내려오는 공책과 부딪히다. 이거 아냐, 뇌로 생각을 포기하다.

완벽히 깨끗한게 없어, 흥미롭지 않아 포기했다.

[이 게임은 너무 두려움입니다 게임을 자유로 느끼십시오]",2022-06-13,0,1
740,"
오락식 가기 귀찮을때 하면 좋아요",2020-11-26,0,1
741,"
one of the best rhythm game",2022-04-21,0,1
742,"
옆집 게임을 보니 이 게임이 선녀라는 것을 느꼈습니다

디맥 만세!",2021-03-18,0,1
743,"
갓껨임니다 다들디맥하세여",2021-01-23,0,1
744,"
good",2022-04-12,0,1
745,"
Product received for free

ㅆ발 뇌로는 이해했는데 손이 안따라가네 개같은거",2020-05-24,0,1
746,"
디손실을 최소한으로 막기 위해 1일 1맥..",2020-12-24,0,1
747,"
와! 디제이맥스!",2020-03-18,0,1
748,"
매칭 시스템에 혹해서 구매하고 플레이하며 10렙 찍고 바로 매칭으로 넘어간 유저인데
봇 이기면서 실버 1 따고 매칭을 돌렸는데 디맥으로 리겜을 시작해서 103렙을 찍은 골드 3유저가 리겜짬 붙은 14레벨 유저한테 1라부터 3천 점이라는 차이가 나며 탈주하는 상황을 보고 이 매칭 시스템이 부조리하다 느끼게 되었습니다. 매칭이 개선될 때까지 온라인은 들어가지 않기로 하고 이 매칭 시스템에 mmr같은 시스템이 도입되었으면 합니다. 아 근데ㅅㅂ 6키8키 매칭하니까 1라 2라는 어차피 퍼펙이니까 넘기고 3라부터가 진짜 대결인 판이 너무 많아서 4키밖에 못 해먹겠음 ^^ㅣ발",2020-03-14,0,0
749,"

라데온 그래픽 쓰시는 분들
게임 수직동기 옵션에 V Sync인데 프레임 막 300까지 치솟고
60 고정해놨는데도 엄청 끊기고 버벅이면은

라데온 설정에서 Enhanced Sync 기능을 꺼보세요
훨씬 쾌적하게 게임하실 수 있습니다
제가 그렇게 광명을 찾았습니다 고마워요! 디스코드 유저분들!",2019-12-22,1,1
750,"
고인물들이랑 오픈매치할 때 낮은난이도로 이기면 눈치보임.

친한친구들이랑 하세요",2020-12-10,0,1
751,"
누구나 무난하게 즐길 수 있으나 마스터 하기 어려운 리듬게임

키보드는 백날 해도 적응이 안되서 나한텐 매우 어렵다",2020-07-13,0,1
752,"
이건 게임이냐",2021-03-05,0,1
753,"
오락 한두번 만들어본 인디 개발자들도 아니고
경력 십수년은 넘은 놈들이 오락 만들때마다 사고가 터진다

분명 이것도 탭소닉마냥 적당히 팔리면 또 버리고 튀겠지?",2020-03-13,0,0
754,"
갓겜",2020-12-01,0,1
755,"
ㅅㅂ 재능충 ㅈㄴ 시러",2022-02-02,0,1
756,"
이 ㅈ같은 디맥 진짜 왜 인터넷도 기가인터넷에 컴스펙도 성능 하나 안 딸리는데 겜 도중 갑자기 렉쳐걸리면서 모든 노트 프레임 드랍되서 떨어지는 건 대체 왜 그러는 거임? 온라인 할 때는 더 심하고 솔플할 때도 그러는데 서버 문제야?",2020-07-10,0,0
757,"Posted: January 1
노트랑 노트 이펙트랑 분리 해줬으면 좋겠다
원하는 노트에 원하는 노트 이펙트 붙이고 싶음",,0,1
758,"

플스버전을 그대로 옮겨오다보니 키보드유저, 특히 5키유저에 대한 배려는 개나줘버린 패턴
스페이스바로 가운데 노트 10연타할려고하면 아무리 제잘난 키보드라도 삑살남

플스패드야 가운데 노트를 양쪽에서 누를수있으니 연타가 된다손 쳐도
키보드기준 가운데 노트는 예전 5키,7키버릇때문에 대부분 스페이스바로 할텐데
키보드 최적화 없이 패턴을 그대로 옮겨오니 가운데노트 연타칠려고하면 짜증만나서
예전에 하던 트릴로지가 더 낫다는 생각이 듭니다

5키하던분은 걍 포기하시고 트릴로지하시던가
5키를 버리고 4키,6키를 하실마음 있으시면 사세요

전 15년동안 하던 키보드 5키 버렸습니다",2020-01-03,1,1
759,"
포터블 시절 명곡들 + 리스펙트 신곡 을 포함한 pc버전 정통 노트형 리듬게임

판정이 엄청 후해서 살짝 까다로운 패턴들도 비비면 콤보가 되서 리듬게임 입문하는 사람들에겐 최고의 게임인듯 함.

곡 장르도 리듬게임 치고는 나름 다양한 편이고 수록곡들 들어보면 크게 거부감 들지도 않을거임

가격에 대해서 이야기가 많이 나오는데,

옜날 곡들이 많지만 본편 수록곡만 150개 이상이여서 비싸다고 생각되진 않음

dlc 가격도 원래 음원 bga 생각하면 업계 표준가격이 맞긴 한데 보통은 비싸다고 생각될수는 있음

근데 익스텐션 dlc 존나 좋으니까 사는김에 같이 사셈

그리고 본인은 허접이라 상대적 박탈감 느끼는 멀티 모드도 있고, 미션도 있고, 맛집 식당에 메모 남기는듯한 에어모드도 있고 할거는 많아서 추천함


멀티 뉴비방인데 들어와서 mx sc 같은거 98~99퍼 찍고 ""아 어렵네 ㅋㅋ"" 하는놈들 다 죽어",2019-12-21,0,1
760,"
도대체 어떻게 해야 99.7% 풀콤보가 플레로 승급을 못하는걸까요
여기 있는 사람들은 경력있는 신입들입니다.",2020-11-03,0,1
761,"
어려운데 딱맞춰서 누르고 있는 내자신을 보면 뿌듯 스트레스 풀림",2020-09-11,0,1
762,"
이 게임을 제일 잘하는 사람은 디맥유저가 아닌 사람이다.",2019-12-19,0,0
763,"

뭐, 리듬 게임이란 장르 자체가 고인 분들이 많다는 건 다들 아실 거라 생각합니다.
그 분들 사이에서도 기죽지 않을 자신이 있다면 매우 추천합니다.
다른 리듬게임들에 비해서 굉장히 쉬운 난이도라고 생각합니다.
그래서 정말 리듬게임이 어떤지 맛보고 싶으신 분들에겐 추천하는 게임입니다..

만,

리듬게임의 특성상 수록곡 중에 갓곡과 호불호 갈리는 곡, 그리고 비인기곡들이 존재하는 데
대부분의 사람들은 갓곡만 플레이하길 원하죠.
저도 그 중 한명이구요
근데 게임을 하다가 플레이할 갓곡이 다 떨어지게 되면 습. 좀 질리는 감이 없지 않아 있을 겁니다.
저는 그래서 입문하시는 분들이 모든 노래에 정을 붙이는 걸 추천합니다. 어떤 노래든 하고 싶어지는.. 뭐 그건 불가능하겠지만

근본적으로 이 문제를 해결하려면 게임사의 지속적인 업데이트가 필요하다고 봅니다.

만약, 지속적으로 노래를 업데이트 해주시고,
유저들이 원하는 과거의 노래들을 지속적으로 특히 한번에 막 10곡 20곡씩 업데이트 해주신다면
앞으로도 계속해서 재밌게 즐길 수 있을 것 같습니다.

제작자분들이 힘들 거라는 건 알지만, 즐기는 유저의 입장에서 어쩔 수 없이 이렇게 푸념할 수 밖에 없네요. 요즘 점점 매일 하는 노래만 계속 하다보니 질린다라는 말이 저도 모르게 나오더라고요. 재밌게 하고 있는 와중에도.

네 그냥 길게 썼는 데 한 줄 요약하자면

노래 좀 많이 내주세요. 부탁드려요. 감사합니다.",2020-03-05,1,1
764,"
2008년에 디제이맥스 온라인이 막을 내린 뒤 간간히 포터블2, 블랙스퀘어까지 즐기다가 추억속으로 사라진 DJMAX를 이렇게 스팀을 통해 다시 즐기게 되어 너무나도 기쁩니다.
온라인과 포터블 유저였다보니 DLC를 하나도 사지 않고도 꽤나 긴 시간을 즐겼는데,
DJMAX의 멋진 노래들을 너무나도 좋아했던지라 그 시절 알던 노래가 아닌 새로운 노래에 대한 거부감이 혼자 있었던 것 같아요. 하지만 여러 DLC를 즐겨보니 좋은 노래들도 많고 패턴도 다양해서 더욱 업그레이드 된 DJMAX를 즐기는 것 같습니다! 잠자고 있었던 리듬게임 실력을 다시 부활시켜주셔서 감사드립니다.
그 시절 DJMAX의 5키 유저로써 4키, 6키, 그리고 가운데 혼합형인 5키를 적응하는데 시간이 걸릴거라 생각했지만 그와 상관없이 잘 즐기고 있습니다. 오히려 더욱 재밌어진 것 같습니다.
최근엔 온라인에서만 존재했던 Aurora Borealis도 업데이트가 되어 다시 만나게 되어 기쁩니다. 그 당시엔 청록색 각기둥이 여러개 있었던 BGA와는 달리 현재 BGA보며 Aurora Borealis를 접하니 색다른 느낌이 드네요!
-
그... 학생시절 제 추억이 가득 담겼던 게임이라서 그런지 주저리주저리 말이 길어졌습니다. 하고 싶은 말은,,, 그냥 이렇게 다시 멋지게 출시해주셔서 감사합니다.
Aurora Borealis나 Grid System과 같이 온라인에서만 존재했던 음악들이 꾸준히 업데이트 됐으면 좋겠네요!
(Damascus, Dancin' Planet, Electro Sensibility, Angelic Tears, Pheonix Virus, Carmen toreador, Carmen Fantasy, Russian Dance, 모짜르트 교향곡 40번 1악장, 터키행진곡, 여왕벌의 행진, 우편마차 등등.....)",2022-04-25,0,1
765,"
무난하게 어렵고 재밌는 대중적인 리듬게임
정가는 많이 비싸고 할인때 사는걸 추천",2021-06-26,0,1
766,"Posted: March 19
눈안좋은 씹덕이 많은 이유",,0,1
767,"
솔직히 니네 정식출시하기전에 싱크는 좀 손 봐야하는거아니냐?
이따구로 해가지고 래더매치 의미가있음?
싱크때문에 뒤죽박죽된 노래에 리듬 제대로 타지도 못하고 키보드 누르는데 이거 리듬게임아니고 두뇌게임아니냐?
DLC 내기전에 이런거나 좀 고쳐라 제발. 한국게임 아니랄까봐 돈에 눈이 멀어가지구 눈깔 뒤집힌거 여기까지 다 보임",2020-03-14,0,0
768,"

손가락 뒤지게 아픈 게임

손과 손가락 단련이 필요하다면 이 게임을 하세요

눈 건강만 버려짐",2020-01-02,1,1
769,"
현존 리겜중 최고의 퀄리티가 아닐까 싶다.
컨텐츠의 볼륨도 크고 DLC도 매번 할인해서 가성비가 넘침.",2021-08-07,0,1
770,"
환불을 했는데 돈이 9일째 안들어와요",2021-01-04,0,0
771,"
아주 갓겜입니다",2020-08-06,0,1
772,"
17년전이나 지금이나 똑같은 노답회사",2022-04-12,0,0
773,"
한정판 뭐같이 이슈만들어놓고 디코에서 뻐큐 이모티콘 있는거 눌렀다고 디스코드 밴에

이젠 뭐하면 DLC곡들이 아예 플레이가 안되는건 기본이요

싱크문제까지

대 단 하 다 !",2020-03-19,0,0
774,"
다른 리듬게임보다 괜찮은것 같음",2020-03-12,0,1
775,"
DLC는 업데이트 주구 장창 해도 21:9 와이드 모니터 및 4K 미지원 개 에반데",2021-07-22,0,0
776,"
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2022-04-14,0,0
777,"
넷마블에서 서비스했던 시절... 추억의 게임~

7키가 없는게 아쉽다..",2022-11-20,0,1
778,"
게임성과는 별개로 유저들과의 소통은 없고 양해만 구하는 게임

장점 : 건반형 리듬게임 중에서는 준수한 퀄리티와 볼륨을 자랑함.
기존 시리즈 곡들의 충실한 이식.
스팀용 버전인 V에서는 빠른 업데이트가 기대됨.
타 리듬게임 대비 낮은 1곡당 가격(본편, DLC 포함).

단점 : 다른 플랫폼에서 발매한지 2년 된, 경쟁 컨텐츠 및 일부 기능이 추가된 이식작임에도 불구하고 풀프라이스.
추가 DLC라고는 하지만 이미 발매된지 10년~15년 정도 되는 기존 시리즈 곡들의 이식.
작은 개발팀으로 인해 후속작 또는 다른 플랫폼으로 이식 시 지원이 어려워 질 것으로 예상(탭소닉 볼드는 개발 중지, 먼저 발매되었던 플랫폼에서는 업데이트는 거의 없고, 신규 컨텐츠도 스팀버전 먼저 출시.
한정판 컨텐츠 및 업데이트 내역과 관련해서는 매우 운영이 부족함
스팀과는 다른 온라인 페이지를 통한 한정판 판매시, 제품 수령일 전에는 일부 정보를 공개하지 않았다가 제품 수령일 직후 스팀 상점 페이지에 동일 상품을 올리는 식으로, 일방통보 식으로 재화의 가치를 낮추었고, 한정판 예약 구매자들에게는 미리 공지 못한점에 대해서 양해해달라고만 하였으며 유저에 대한 대우가 좋지 못함.
업데이트 관련해서는, 기존에 발매했던 플랫폼에서 자세한 내역을 밝히지 않고 3년 가까이 있었던 기능에 대해서 유저의 편의를 낮추는 패치를 진행하였으며 마찬가지로 양해해달라는 공지만 올라옴. 타 회사와의 특허와 관련되어있을 것으로 예상.

*포터블2시절부터 10년 조금 넘게 디제이맥스를 즐기다가 콘솔에서 DLC까지 다 사고 스팀용은 한정판까지 샀다가 통수맞아서 글씁니다",2020-07-03,0,0
779,"
점점 갈수록 노트를 보고 친다는 것보다 노트는 그냥 시청용이고 손이 알아서 움직이는 듯",2022-05-14,0,1
780,"
별로 안 해봐서 잘 모르겠는데 일단 좀 더 해볼게요",2022-08-28,0,1
781,"
할만한 게임 없을때 잠깐씩 하기 좋은게임!",2020-11-26,0,1
782,"

다 좋습니다.

개노잼 피버랑 성장형 해금 시스템만 빼면요...",2019-12-20,1,1
783,"

리듬게임은 디맥으로는 처음인데 재미있습니다. 리듬겜 할거면 얼불춤보단 이겜입니다. 굳",2020-01-04,1,1
784,"
개꿀잼",2022-02-17,0,1
785,"

다 좋은데...
비싼 돈 내고 산건데 곡을 해금해야 즐길 수 있다는 게 좀 에바네요.
아이템들 해금은 몰라도 곡 잠긴건 다 풀어주세요.

20.1.3추가) 캬~ 곡 전부 해금을 아이템으로 파네~
벌써부터 노답운영의 스멜이..",2019-12-22,1,0
786,"
개 주옥같은 새기들임 이거",2022-04-11,0,0
787,"
Product received for free

주말 무료 플레이로 해봤는데, 나는 못하겠지만 게임은 좋은 듯",2020-05-23,0,1
